raw_theme_tag,normalized_theme_tag,large_sector,primary_archetype,secondary_archetypes,green_policy,must_have_evidence,red_flag_evidence,score_weight_profile,default_stage_bias,query_seed_terms,notes,theme_is_score_input,production_scoring_changed
페인트,페인트,소재·스프레드·전략자원,CHEMICAL_SPREAD,,watch_only,product_spread|inventory_status|capacity_discipline,,CHEMICAL_SPREAD,stage1_radar,페인트,,false,false
반도체-전공정 소재,반도체전공정소재,AI·반도체·전자부품,SEMI_MATERIALS_PROCESS,,watch_to_green,customer_qualification|volume_ramp|margin_visibility,,SEMI_MATERIALS_PROCESS,stage2_candidate,반도체-전공정 소재,,false,false
냉각시스템,냉각시스템,산업재·수주·인프라,AI_DATA_CENTER_INFRASTRUCTURE,,watch_only,confirmed_order|data_center_capex|capacity_bottleneck|op_eps_revision,,AI_DATA_CENTER_INFRASTRUCTURE,stage1_radar,냉각시스템,,false,false
전고체 배터리,전고체배터리,2차전지·전기차·친환경,BATTERY_RECYCLING_ESS_SHIFT,,red_watch,ess_demand|recycling_volume|utilization_improvement|fcf_after_capex,ev_headline_only|mineral_price_dependency|recycling_volume_absent|margin_unclear,BATTERY_RECYCLING_ESS_SHIFT,red_team_first,전고체 배터리,,false,false
유가 상승 수혜-유류도소매,유가상승수혜유류도소매,2차전지·전기차·친환경,ENERGY_DISTRIBUTION_FUEL,,watch_only,spread|inventory_status|demand_visibility,,ENERGY_DISTRIBUTION_FUEL,stage1_radar,유가 상승 수혜-유류도소매,,false,false
세종시,세종시,정책·지정학·재난·이벤트,POLICY_LOCAL_THEME,,event_only,policy_execution|revenue_visibility|funding,,POLICY_LOCAL_THEME,event_only,세종시,,false,false
신용정보,신용정보,금융·자본배분·디지털금융,PAYMENT_FINTECH_INFRA,,watch_only,transaction_volume|take_rate|regulatory_risk,,PAYMENT_FINTECH_INFRA,stage1_radar,신용정보,,false,false
원격의료,원격의료,바이오·헬스케어·의료기기,DIGITAL_HEALTHCARE_AI,,watch_only,reimbursement_or_contract|recurring_revenue|regulatory_clearance,,DIGITAL_HEALTHCARE_AI,stage1_radar,원격의료,,false,false
강관,강관,산업재·수주·인프라,CONTRACT_BACKLOG_INDUSTRIAL,,watch_only,contract_or_order|backlog|op_eps_revision|margin_visibility,,CONTRACT_BACKLOG_INDUSTRIAL,stage1_radar,강관,,false,false
반도체-후공정 소재,반도체후공정소재,AI·반도체·전자부품,SEMI_MATERIALS_PROCESS,,watch_to_green,customer_qualification|volume_ramp|margin_visibility,,SEMI_MATERIALS_PROCESS,stage2_candidate,반도체-후공정 소재,,false,false
인공지능(AI),인공지능ai,플랫폼·콘텐츠·SW·보안,AI_SOFTWARE_APPLICATION,,watch_only,paid_usage|cost_efficiency|opm_leverage,,AI_SOFTWARE_APPLICATION,stage1_radar,인공지능(AI),,false,false
의류 OEM-ODM,의류oemodm,소비재·유통·브랜드,APPAREL_BRAND_OEM,,watch_only,order_visibility|brand_momentum|inventory_status,,APPAREL_BRAND_OEM,stage1_radar,의류 OEM-ODM,,false,false
지역화폐,지역화폐,금융·자본배분·디지털금융,PAYMENT_FINTECH_INFRA,,watch_only,transaction_volume|take_rate|regulatory_risk,,PAYMENT_FINTECH_INFRA,stage1_radar,지역화폐,,false,false
원격근무,원격근무,플랫폼·콘텐츠·SW·보안,PLATFORM_SOFTWARE_INTERNET,,watch_only,arpu|recurring_revenue|opm_leverage,,PLATFORM_SOFTWARE_INTERNET,stage1_radar,원격근무,,false,false
농업-종자비료농약,농업종자비료농약,소재·스프레드·전략자원,AGRI_COMMODITY_INPUTS,,watch_only,commodity_cost|price_pass_through|inventory_status,,AGRI_COMMODITY_INPUTS,stage1_radar,농업-종자비료농약,,false,false
음원서비스,음원서비스,플랫폼·콘텐츠·SW·보안,GAME_CONTENT_IP,,watch_only,ip_repeatability|global_revenue|op_eps_revision,,GAME_CONTENT_IP,stage1_radar,음원서비스,,false,false
CMO-원료의약품,cmo원료의약품,바이오·헬스케어·의료기기,CDMO_HEALTHCARE_CONTRACT,,green_allowed,long_term_contract|capacity_utilization|customer_diversification|fcf_conversion,,CDMO_HEALTHCARE_CONTRACT,stage3_possible,CMO-원료의약품,,false,false
우크라 재건,우크라재건,정책·지정학·재난·이벤트,GEOPOLITICAL_RECONSTRUCTION,,event_only,contract_award|funding|supplier_margin,,GEOPOLITICAL_RECONSTRUCTION,event_only,우크라 재건,,false,false
지진,지진,건설·부동산·건자재,DISASTER_REBUILD_EVENT,,watch_only,actual_order|repeat_demand|margin_visibility,,DISASTER_REBUILD_EVENT,stage1_radar,지진,,false,false
철강 중소형업체,철강중소형업체,소재·스프레드·전략자원,STEEL_METAL_SPREAD,,red_watch,steel_spread|china_supply|inventory_status,,STEEL_METAL_SPREAD,red_team_first,철강 중소형업체,,false,false
의료 AI,의료ai,바이오·헬스케어·의료기기,DIGITAL_HEALTHCARE_AI,,watch_only,reimbursement_or_contract|recurring_revenue|regulatory_clearance,,DIGITAL_HEALTHCARE_AI,stage1_radar,의료 AI,,false,false
동물백신-방역,동물백신방역,바이오·헬스케어·의료기기,DIAGNOSTICS_INFECTIOUS_DISEASE,,watch_only,recurring_non_event_demand|revenue_after_event|margin_normalization,,DIAGNOSTICS_INFECTIOUS_DISEASE,stage1_radar,동물백신-방역,,false,false
건자재-시멘트레미콘콘크리트,건자재시멘트레미콘콘크리트,건설·부동산·건자재,BUILDING_MATERIALS_CYCLE,,watch_only,price_hike|volume|cost_spread|housing_cycle,,BUILDING_MATERIALS_CYCLE,stage1_radar,건자재-시멘트레미콘콘크리트,,false,false
철도,철도,산업재·수주·인프라,RAIL_INFRASTRUCTURE,,watch_only,funded_project|confirmed_order|margin_visibility,,RAIL_INFRASTRUCTURE,stage1_radar,철도,,false,false
2차전지 부품,2차전지부품,2차전지·전기차·친환경,BATTERY_EQUIPMENT_PARTS,,watch_only,customer_orders|capex_visibility|margin_visibility,,BATTERY_EQUIPMENT_PARTS,stage1_radar,2차전지 부품,,false,false
풍력,풍력,2차전지·전기차·친환경,RENEWABLE_ENERGY_POLICY,,watch_only,tariff_or_policy|project_backlog|margin_visibility,,RENEWABLE_ENERGY_POLICY,stage1_radar,풍력,,false,false
유아용품,유아용품,소비재·유통·브랜드,HOME_LIVING_APPLIANCE,,watch_only,repeat_demand|channel_expansion|margin_visibility,,HOME_LIVING_APPLIANCE,stage1_radar,유아용품,,false,false
금은,금은,소재·스프레드·전략자원,COMMODITY_SPREAD,,watch_only,metal_price|cost_curve|supply_constraint,,COMMODITY_SPREAD,stage1_radar,금은,,false,false
빈대퇴치,빈대퇴치,정책·지정학·재난·이벤트,EVENT_DISEASE_PEST_DEMAND,,event_only,recurring_non_event_demand|post_event_revenue|margin_normalization,one_off_demand|inventory_build|guidance_down|demand_cliff,EVENT_DISEASE_PEST_DEMAND,event_only,빈대퇴치,,false,false
수소차-인프라,수소차인프라,2차전지·전기차·친환경,HYDROGEN_FUEL_CELL_INFRA,,watch_only,commercial_revenue|production_capacity|customer_demand|cost_curve,policy_dependency|no_revenue|utilization_down|project_delay,HYDROGEN_FUEL_CELL_INFRA,stage1_radar,수소차-인프라,,false,false
전염병-진단,전염병진단,바이오·헬스케어·의료기기,DIAGNOSTICS_INFECTIOUS_DISEASE,,red_watch,recurring_non_event_demand|revenue_after_event|margin_normalization,,DIAGNOSTICS_INFECTIOUS_DISEASE,red_team_first,전염병-진단,,false,false
OLED-장비,oled장비,AI·반도체·전자부품,DISPLAY_OLED_EQUIPMENT,,watch_only,panel_capex|orders|margin_visibility,,DISPLAY_OLED_EQUIPMENT,stage1_radar,OLED-장비,,false,false
골프,골프,모빌리티·운송·레저,TRAVEL_LEISURE_REOPENING,,watch_only,traffic_or_membership|opm_improvement|repeat_demand,reopening_only|weather_event|discretionary_slowdown,TRAVEL_LEISURE_REOPENING,stage1_radar,골프,Golf/leisure is a Watch route until repeat demand and margin evidence exist.,false,false
해운,해운,모빌리티·운송·레저,SHIPPING_FREIGHT_CYCLE,,red_watch,freight_rate|contract_vs_spot|vessel_supply,,SHIPPING_FREIGHT_CYCLE,red_team_first,해운,,false,false
맥신,맥신,정책·지정학·재난·이벤트,SPECULATIVE_SCIENCE_THEME,,red_flag,commercial_revenue|contract_or_order|technical_validation,,SPECULATIVE_SCIENCE_THEME,stage3_red_bias,맥신,,false,false
MLCC,mlcc,AI·반도체·전자부품,ELECTRONIC_COMPONENTS,,watch_only,customer_diversification|content_growth|margin_improvement,,ELECTRONIC_COMPONENTS,stage1_radar,MLCC,,false,false
방위산업,방위산업,산업재·수주·인프라,DEFENSE_GOVERNMENT_BACKLOG,,green_allowed,government_customer|multi_year_contract|delivery_schedule|op_eps_revision,,DEFENSE_GOVERNMENT_BACKLOG,stage3_possible,방위산업,,false,false
남북경협-광물자원개발,남북경협광물자원개발,정책·지정학·재난·이벤트,NORTH_KOREA_POLICY_EVENT,,watch_only,binding_policy|funded_project|revenue_visibility,,NORTH_KOREA_POLICY_EVENT,stage1_radar,남북경협-광물자원개발,,false,false
반도체-후공정 장비,반도체후공정장비,AI·반도체·전자부품,SEMI_EQUIPMENT_CAPEX,,watch_to_green,customer_capex|orders|revenue_conversion|customer_diversification,,SEMI_EQUIPMENT_CAPEX,stage2_candidate,반도체-후공정 장비,,false,false
코로나19-제약,코로나19제약,정책·지정학·재난·이벤트,EVENT_DISEASE_PEST_DEMAND,,red_watch,recurring_non_event_demand|post_event_revenue|margin_normalization,one_off_demand|inventory_build|guidance_down|demand_cliff,EVENT_DISEASE_PEST_DEMAND,red_team_first,코로나19-제약,,false,false
취업일자리,취업일자리,농업·생활서비스·기타,EDUCATION_SPECIALTY_SERVICES,,event_only,enrollment_or_user_growth|opm_leverage|policy_risk,,EDUCATION_SPECIALTY_SERVICES,event_only,취업일자리,,false,false
토스 관련주,토스,금융·자본배분·디지털금융,PAYMENT_FINTECH_INFRA,,event_only,transaction_volume|take_rate|regulatory_risk,,PAYMENT_FINTECH_INFRA,event_only,토스 관련주,,false,false
종합반도체,종합반도체,AI·반도체·전자부품,MEMORY_HBM_CAPACITY,,watch_only,memory_price|hbm_demand|supply_discipline|medium_term_revision,,MEMORY_HBM_CAPACITY,stage1_radar,종합반도체,,false,false
자전거,자전거,모빌리티·운송·레저,RENTAL_USED_CAR_MOBILITY,,watch_only,fleet_margin|residual_value|demand_visibility,,RENTAL_USED_CAR_MOBILITY,stage1_radar,자전거,,false,false
희토류,희토류,소재·스프레드·전략자원,RARE_METALS_STRATEGIC_MATERIALS,,event_only,metal_price|cost_curve|supply_constraint,,RARE_METALS_STRATEGIC_MATERIALS,event_only,희토류,,false,false
택배와 종합물류,택배와종합물류,소비재·유통·브랜드,ECOMMERCE_FRESH_LOGISTICS,,watch_only,unit_economics|repeat_orders|logistics_margin,,ECOMMERCE_FRESH_LOGISTICS,stage1_radar,택배와 종합물류,,false,false
디지털자산-블록체인,디지털자산블록체인,금융·자본배분·디지털금융,DIGITAL_ASSET_TOKENIZATION,,watch_only,regulated_revenue|license_or_partner|cash_flow,,DIGITAL_ASSET_TOKENIZATION,stage1_radar,디지털자산-블록체인,,false,false
2차전지 생산-판매,2차전지생산판매,2차전지·전기차·친환경,BATTERY_MATERIALS_CAPEX_OVERHEAT,,watch_only,contract_quality|price_pass_through|demand_visibility|fcf_after_capex,,BATTERY_MATERIALS_CAPEX_OVERHEAT,stage1_radar,2차전지 생산-판매,,false,false
컨택센터,컨택센터,산업재·수주·인프라,SMART_FACTORY_AUTOMATION,,watch_only,customer_adoption|revenue_conversion|opm_improvement,,SMART_FACTORY_AUTOMATION,stage1_radar,컨택센터,,false,false
남북경협-DMZ,남북경협dmz,정책·지정학·재난·이벤트,NORTH_KOREA_POLICY_EVENT,,event_only,binding_policy|funded_project|revenue_visibility,,NORTH_KOREA_POLICY_EVENT,event_only,남북경협-DMZ,,false,false
원자력(원전),원자력원전,산업재·수주·인프라,NUCLEAR_SMR_GRID_POLICY,,watch_to_green,binding_contract|permitted_project_timeline|supplier_revenue_visibility,,NUCLEAR_SMR_GRID_POLICY,stage2_candidate,원자력(원전),,false,false
자동차 연비개선-경량화,자동차연비개선경량화,모빌리티·운송·레저,AUTO_COMPLETED_VEHICLE,,watch_only,mix_improvement|roe_fcf|shareholder_return,,AUTO_COMPLETED_VEHICLE,stage1_radar,자동차 연비개선-경량화,,false,false
스마트팜,스마트팜,농업·생활서비스·기타,SMART_FARM_AGRI_TECH,,watch_only,order_or_adoption|revenue_conversion|margin_visibility,,SMART_FARM_AGRI_TECH,stage1_radar,스마트팜,,false,false
건자재-가구,건자재가구,건설·부동산·건자재,BUILDING_MATERIALS_CYCLE,,watch_only,price_hike|volume|cost_spread|housing_cycle,,BUILDING_MATERIALS_CYCLE,stage1_radar,건자재-가구,,false,false
네옴시티,네옴시티,정책·지정학·재난·이벤트,GEOPOLITICAL_RECONSTRUCTION,,event_only,contract_award|funding|supplier_margin,,GEOPOLITICAL_RECONSTRUCTION,event_only,네옴시티,,false,false
희귀질환 치료제,희귀질환치료제,바이오·헬스케어·의료기기,BIOTECH_PRE_REVENUE_REGULATORY,,watch_only,clinical_milestone|cash_runway|dilution_risk,,BIOTECH_PRE_REVENUE_REGULATORY,stage1_radar,희귀질환 치료제,,false,false
건자재-거푸집,건자재거푸집,건설·부동산·건자재,BUILDING_MATERIALS_CYCLE,,watch_only,price_hike|volume|cost_spread|housing_cycle,,BUILDING_MATERIALS_CYCLE,stage1_radar,건자재-거푸집,,false,false
자율주행,자율주행,모빌리티·운송·레저,AUTO_MOBILITY_COMPONENTS,,watch_only,customer_diversification|content_per_vehicle|opm_improvement,,AUTO_MOBILITY_COMPONENTS,stage1_radar,자율주행,,false,false
유리기판,유리기판,AI·반도체·전자부품,ADVANCED_PACKAGING_PCB,,watch_only,ai_server_demand|order_visibility|capacity_constraint|op_eps_revision,,ADVANCED_PACKAGING_PCB,stage1_radar,유리기판,,false,false
황사미세먼지-공기정화,황사미세먼지공기정화,정책·지정학·재난·이벤트,CLIMATE_DISASTER_EVENT,,watch_only,repeat_demand|sell_through|margin_visibility,,CLIMATE_DISASTER_EVENT,stage1_radar,황사미세먼지-공기정화,,false,false
반도체-전공정 장비,반도체전공정장비,AI·반도체·전자부품,SEMI_EQUIPMENT_CAPEX,,watch_to_green,customer_capex|orders|revenue_conversion|customer_diversification,,SEMI_EQUIPMENT_CAPEX,stage2_candidate,반도체-전공정 장비,,false,false
2차전지 공정장비,2차전지공정장비,2차전지·전기차·친환경,BATTERY_EQUIPMENT_PARTS,,watch_to_green,customer_orders|capex_visibility|margin_visibility,,BATTERY_EQUIPMENT_PARTS,stage2_candidate,2차전지 공정장비,,false,false
그래핀,그래핀,정책·지정학·재난·이벤트,SPECULATIVE_SCIENCE_THEME,,red_flag,commercial_revenue|contract_or_order|technical_validation,,SPECULATIVE_SCIENCE_THEME,stage3_red_bias,그래핀,,false,false
육계주,육계주,농업·생활서비스·기타,AGRI_LIVESTOCK_FOOD_COMMODITY,,red_watch,price_pass_through|feed_cost|inventory_status|op_eps_revision,disease_event_only|feed_cost_squeeze|commodity_reversal|weather_theme,AGRI_LIVESTOCK_FOOD_COMMODITY,red_team_first,육계주,,false,false
피팅 밸브,피팅밸브,산업재·수주·인프라,SHIPBUILDING_OFFSHORE_BACKLOG,,watch_to_green,orderbook_quality|newbuild_price|low_margin_backlog_clearance|op_revision,,SHIPBUILDING_OFFSHORE_BACKLOG,stage2_candidate,피팅 밸브,,false,false
남북경협-개성공단,남북경협개성공단,정책·지정학·재난·이벤트,NORTH_KOREA_POLICY_EVENT,,event_only,binding_policy|funded_project|revenue_visibility,,NORTH_KOREA_POLICY_EVENT,event_only,남북경협-개성공단,,false,false
황사미세먼지-마스크,황사미세먼지마스크,바이오·헬스케어·의료기기,DIAGNOSTICS_INFECTIOUS_EVENT,,watch_only,recurring_non_event_demand|post_event_revenue|margin_normalization,one_off_demand|inventory_build|guidance_down|demand_cliff,DIAGNOSTICS_INFECTIOUS_EVENT,stage1_radar,황사미세먼지-마스크,,false,false
딥페이크,딥페이크,플랫폼·콘텐츠·SW·보안,SECURITY_IDENTITY_DEEPFAKE,,watch_only,recurring_contract|security_demand|regulatory_demand|op_eps_revision,theme_only_security|budget_cut|churn|no_recurring_revenue,SECURITY_IDENTITY_DEEPFAKE,stage1_radar,딥페이크,,false,false
키오스크,키오스크,산업재·수주·인프라,SMART_FACTORY_AUTOMATION,,watch_only,customer_adoption|revenue_conversion|opm_improvement,,SMART_FACTORY_AUTOMATION,stage1_radar,키오스크,,false,false
생체인식,생체인식,플랫폼·콘텐츠·SW·보안,SECURITY_IDENTITY_DEEPFAKE,,watch_only,recurring_contract|security_demand|regulatory_demand|op_eps_revision,theme_only_security|budget_cut|churn|no_recurring_revenue,SECURITY_IDENTITY_DEEPFAKE,stage1_radar,생체인식,,false,false
수소차-기타부품,수소차기타부품,2차전지·전기차·친환경,HYDROGEN_FUEL_CELL,,watch_only,commercial_revenue|cost_curve|policy_support,,HYDROGEN_FUEL_CELL,stage1_radar,수소차-기타부품,,false,false
제조용 로봇/스마트팩토리,제조용로봇스마트팩토리,산업재·수주·인프라,SMART_FACTORY_AUTOMATION,,watch_only,customer_adoption|revenue_conversion|opm_improvement,,SMART_FACTORY_AUTOMATION,stage1_radar,제조용 로봇/스마트팩토리,,false,false
국내 상장한 중국 주,국내상장한중국주,정책·지정학·재난·이벤트,THEME_VALUATION_OVERHEAT,,red_flag,audited_financials|governance_trust|cash_flow,governance_trust_break|accounting_risk|theme_only_price_rally,THEME_VALUATION_OVERHEAT,stage3_red_bias,국내 상장한 중국 주,China-listed domestic theme is RedTeam-first due governance/accounting risk.,false,false
뉴로모픽 반도체,뉴로모픽반도체,AI·반도체·전자부품,AI_CHIP_FABRIC_INFRA,,watch_only,direct_exposure|orders_or_revenue|revision_support,,AI_CHIP_FABRIC_INFRA,stage1_radar,뉴로모픽 반도체,,false,false
스페이스X,스페이스x,산업재·수주·인프라,DEFENSE_GOVERNMENT_BACKLOG,,watch_only,government_customer|multi_year_contract|delivery_schedule|op_eps_revision,,DEFENSE_GOVERNMENT_BACKLOG,stage1_radar,스페이스X,,false,false
건설기계,건설기계,산업재·수주·인프라,CONTRACT_BACKLOG_INDUSTRIAL,,watch_to_green,contract_or_order|backlog|op_eps_revision|margin_visibility,,CONTRACT_BACKLOG_INDUSTRIAL,stage2_candidate,건설기계,,false,false
IT 보안,it보안,플랫폼·콘텐츠·SW·보안,SECURITY_IDENTITY_DEEPFAKE,,watch_to_green,recurring_contract|security_demand|regulatory_demand|op_eps_revision,theme_only_security|budget_cut|churn|no_recurring_revenue,SECURITY_IDENTITY_DEEPFAKE,stage2_candidate,IT 보안,,false,false
비철금속-구리,비철금속구리,소재·스프레드·전략자원,NONFERROUS_STRATEGIC_METALS,,watch_only,metal_price|cost_curve|supply_constraint,,NONFERROUS_STRATEGIC_METALS,stage1_radar,비철금속-구리,,false,false
스마트그리드,스마트그리드,산업재·수주·인프라,NUCLEAR_SMR_GRID_POLICY,,watch_only,binding_contract|permitted_project_timeline|supplier_revenue_visibility,,NUCLEAR_SMR_GRID_POLICY,stage1_radar,스마트그리드,,false,false
광고,광고,플랫폼·콘텐츠·SW·보안,MEDIA_AD_CONTENT_CYCLE,,watch_only,ad_recovery|ip_repeatability|global_revenue|opm_leverage,hit_driven_miss|single_ip_dependence|ad_cycle_down|contract_scandal,MEDIA_AD_CONTENT_CYCLE,stage1_radar,광고,,false,false
항공우주,항공우주,산업재·수주·인프라,DEFENSE_GOVERNMENT_BACKLOG,,watch_to_green,government_customer|multi_year_contract|delivery_schedule|op_eps_revision,,DEFENSE_GOVERNMENT_BACKLOG,stage2_candidate,항공우주,,false,false
반도체-CXL,반도체cxl,AI·반도체·전자부품,MEMORY_HBM_CAPACITY,,watch_only,memory_price|hbm_demand|supply_discipline|medium_term_revision,,MEMORY_HBM_CAPACITY,stage1_radar,반도체-CXL,,false,false
전기차 부품,전기차부품,2차전지·전기차·친환경,BATTERY_EQUIPMENT_PARTS,,watch_only,customer_orders|capex_visibility|margin_visibility,,BATTERY_EQUIPMENT_PARTS,stage1_radar,전기차 부품,,false,false
페라이트,페라이트,소재·스프레드·전략자원,NONFERROUS_STRATEGIC_METALS,,watch_only,metal_price|cost_curve|supply_constraint,,NONFERROUS_STRATEGIC_METALS,stage1_radar,페라이트,,false,false
면역세포치료제,면역세포치료제,바이오·헬스케어·의료기기,BIOTECH_PRE_REVENUE_REGULATORY,,red_watch,clinical_milestone|cash_runway|dilution_risk,,BIOTECH_PRE_REVENUE_REGULATORY,red_team_first,면역세포치료제,,false,false
농업-농기계,농업농기계,농업·생활서비스·기타,SMART_FARM_AGRI_TECH,,watch_only,order_or_adoption|revenue_conversion|margin_visibility,,SMART_FARM_AGRI_TECH,stage1_radar,농업-농기계,,false,false
서비스용 로봇,서비스용로봇,플랫폼·콘텐츠·SW·보안,ROBOTICS_FACTORY_AUTOMATION,,watch_only,customer_adoption|revenue_conversion|opm_improvement|repeat_revenue,tam_only|mou_poc_only|no_revenue|high_valuation_ipo,ROBOTICS_FACTORY_AUTOMATION,stage1_radar,서비스용 로봇,,false,false
줄기세포치료제,줄기세포치료제,바이오·헬스케어·의료기기,BIOTECH_PRE_REVENUE_REGULATORY,,red_watch,clinical_milestone|cash_runway|dilution_risk,,BIOTECH_PRE_REVENUE_REGULATORY,red_team_first,줄기세포치료제,,false,false
현대-기아차 부품주,현대기아차부품주,모빌리티·운송·레저,AUTO_MOBILITY_COMPONENTS,,watch_to_green,oe_re_mix|asp|raw_material_spread|customer_diversification,raw_material_inflation|factory_disruption|customer_concentration|auto_demand_slowdown,AUTO_MOBILITY_COMPONENTS,stage2_candidate,현대-기아차 부품주,,false,false
반도체-디스플레이-이송장비,반도체디스플레이이송장비,AI·반도체·전자부품,DISPLAY_OLED_EQUIPMENT,,watch_only,panel_capex|orders|margin_visibility,,DISPLAY_OLED_EQUIPMENT,stage1_radar,반도체-디스플레이-이송장비,,false,false
화학-정유,화학정유,소재·스프레드·전략자원,REFINING_OIL_SPREAD,,watch_only,refining_margin|inventory_status|demand_visibility,,REFINING_OIL_SPREAD,stage1_radar,화학-정유,,false,false
5G-6G,5g6g,플랫폼·콘텐츠·SW·보안,CLOUD_AI_SOFTWARE_INFRA,,watch_only,carrier_capex|order_conversion|recurring_revenue|opm_leverage,capex_delay|theme_only_equipment|price_only_rally,CLOUD_AI_SOFTWARE_INFRA,stage1_radar,5G-6G,5G/6G is an infra/software Watch route until order conversion is visible.,false,false
조선 기자재,조선기자재,산업재·수주·인프라,SHIPBUILDING_OFFSHORE_BACKLOG,,watch_to_green,orderbook_quality|newbuild_price|low_margin_backlog_clearance|op_revision,,SHIPBUILDING_OFFSHORE_BACKLOG,stage2_candidate,조선 기자재,,false,false
엔진(조선-AI),엔진조선ai,산업재·수주·인프라,SHIPBUILDING_OFFSHORE_BACKLOG,,green_allowed,orderbook_quality|newbuild_price|low_margin_backlog_clearance|op_revision,,SHIPBUILDING_OFFSHORE_BACKLOG,stage3_possible,엔진(조선-AI),,false,false
광섬유-광케이블-광통신,광섬유광케이블광통신,산업재·수주·인프라,AI_DATA_CENTER_INFRASTRUCTURE,,watch_only,confirmed_order|data_center_capex|capacity_bottleneck|op_eps_revision,,AI_DATA_CENTER_INFRASTRUCTURE,stage1_radar,광섬유-광케이블-광통신,,false,false
전력설비,전력설비,산업재·수주·인프라,CONTRACT_BACKLOG_INDUSTRIAL,,green_allowed,contract_or_order|backlog|op_eps_revision|margin_visibility,,CONTRACT_BACKLOG_INDUSTRIAL,stage3_possible,전력설비,,false,false
수술용 로봇,수술용로봇,바이오·헬스케어·의료기기,MEDICAL_DEVICE_HEALTHCARE_EXPORT,,watch_only,export_growth|consumable_repeat_revenue|regulatory_approval|opm_roe_improvement,,MEDICAL_DEVICE_HEALTHCARE_EXPORT,stage1_radar,수술용 로봇,,false,false
LNG선-기자재,lng선기자재,산업재·수주·인프라,SHIPBUILDING_OFFSHORE_BACKLOG,,watch_to_green,orderbook_quality|newbuild_price|low_margin_backlog_clearance|op_revision,,SHIPBUILDING_OFFSHORE_BACKLOG,stage2_candidate,LNG선-기자재,,false,false
CRO,cro,바이오·헬스케어·의료기기,CRO_CLINICAL_SERVICE,,watch_only,service_contract|clinical_volume|utilization|opm_fcf_conversion,project_delay|customer_concentration|trial_volume_without_margin,CRO_CLINICAL_SERVICE,stage1_radar,CRO,CRO is kept as a healthcare service route; Green needs contract/utilization and cash-flow conversion.,false,false
조선,조선,산업재·수주·인프라,SHIPBUILDING_OFFSHORE_BACKLOG,,green_allowed,orderbook_quality|newbuild_price|low_margin_backlog_clearance|op_revision,,SHIPBUILDING_OFFSHORE_BACKLOG,stage3_possible,조선,,false,false
로봇 부품,로봇부품,산업재·수주·인프라,SMART_FACTORY_AUTOMATION,,watch_only,customer_adoption|revenue_conversion|component_content_growth|opm_improvement,robot_theme_only|single_mou|no_revenue_conversion,SMART_FACTORY_AUTOMATION,stage1_radar,로봇 부품,Robot parts need customer adoption and revenue conversion before high-conviction scoring.,false,false
양자 기술,양자기술,정책·지정학·재난·이벤트,SPECULATIVE_SCIENCE_THEME,,red_watch,commercial_revenue|contract_or_order|technical_validation,,SPECULATIVE_SCIENCE_THEME,red_team_first,양자 기술,,false,false
전선-케이블,전선케이블,산업재·수주·인프라,CONTRACT_BACKLOG_INDUSTRIAL,,green_allowed,contract_or_order|backlog|op_eps_revision|margin_visibility,,CONTRACT_BACKLOG_INDUSTRIAL,stage3_possible,전선-케이블,,false,false
