target_id,stage1,stage2,stage3,stage4b,stage4c,red_flags,loop10_penalty_axes,gate_only,production_scoring_changed
FINANCIAL_SPREAD_BALANCE_SHEET,korea_discount_policy|commercial_act_revision|bank_low_pbr|financial_valueup_news,roe_improvement|cet1_stable|credit_cost_down|dividend_or_buyback_execution,pbr_roe_frame_change|recurring_return_policy|roe_stable|credit_risk_stable,financial_valueup_crowded|pbr_band_above_history|roe_before_price_gap_closed,credit_cost_spike|pf_loss|cet1_deterioration|return_policy_retreat|tax_policy_shock,credit_cost|pf_exposure|cet1_deterioration|return_policy_retreat|tax_policy_shock,credit_cost|pf_exposure|cet1|tax_policy,false,false
BANK_HOLDING_VALUEUP_CAPITAL_RETURN,bank_low_pbr|financial_holding_valueup_news|dividend_or_buyback_plan|commercial_act_revision,cet1_stable|shareholder_return_execution|credit_cost_stable|pbr_roe_band_watch,roe_stable_or_improving|pbr_roe_frame_change|repeat_return_policy|pf_exposure_controlled,bank_valueup_crowded|pbr_band_above_history|return_policy_fully_priced,credit_cost_spike|pf_loss|cet1_deterioration|nim_pressure|return_policy_retreat,credit_cost|pf_exposure|cet1_deterioration|nim_pressure|return_policy_failure|low_pbr_only,credit_cost|cet1|nim|pf_exposure|return_execution,false,false
BANK_CREDIT_COST_PF_OVERLAY,pf_exposure|real_estate_pf_headline|bridge_loan|credit_cost_watch,pf_delinquency_rise|reserve_build|syndicated_loan_support|capital_buffer_check,not_applicable_gate_only,valueup_rally_ignores_pf_credit_cost,pf_delinquency_spike|credit_cost_spike|reserve_build_large|cet1_pressure|dividend_buyback_cut_risk,pf_exposure|pf_delinquency_spike|credit_cost_spike|reserve_build|cet1_pressure|dividend_buyback_cut_risk,pf_exposure|credit_cost|reserve_build|cet1|return_cut,true,false
INSURANCE_UNDERWRITING_CYCLE,loss_ratio_improvement|csm_growth|insurance_valueup_news,roe_improvement|k_ics_stable|dividend_or_buyback_execution|csm_quality,pbr_roe_rerating|repeat_underwriting_quality|capital_ratio_stable|return_policy_repeatable,insurance_valueup_crowded|pbr_normalized|dividend_yield_chasing,loss_ratio_worse|k_ics_deterioration|alternative_investment_loss|csm_quality_damage,loss_ratio|k_ics_deterioration|investment_loss|csm_quality_damage,loss_ratio|k_ics|investment_loss|csm_quality,false,false
INSURANCE_CAPITAL_RELEASE_VALUEUP,insurance_valueup_news|capital_release_expectation|dividend_or_buyback_plan|csm_growth,k_ics_stable|csm_quality|capital_release_execution|dividend_or_buyback_execution,repeat_return_policy|loss_ratio_stable|capital_ratio_stable|pbr_roe_rerating,insurance_capital_release_crowded|dividend_yield_chasing|pbr_normalized,k_ics_deterioration|csm_quality_damage|loss_ratio_worse|return_policy_retreat,k_ics_deterioration|csm_quality_damage|loss_ratio_worse|return_policy_retreat,k_ics|csm_quality|loss_ratio|return_policy,false,false
SECURITIES_BROKERAGE_CYCLE,trading_value_growth|market_rally|ipo_ib_recovery_expectation,brokerage_revenue_growth|ib_fee_growth|op_eps_revision,pf_risk_low|roe_structure_improved|ib_pipeline_durable,brokerage_cycle_peak|securities_group_overheated|trading_value_peak,transaction_tax_change|capital_gains_tax_change|trading_value_drop|pf_loss|proprietary_trading_loss,tax_policy_shock|trading_value_drop|pf_loss|proprietary_loss,trading_value|tax_policy|pf_loss|proprietary_loss,false,false
VALUE_UP_SHAREHOLDER_RETURN,commercial_act_revision|dividend_tax_reform|valueup_index|buyback_policy_news,treasury_share_cancellation|dividend_growth|roe_improvement|shareholder_return_execution,pbr_nav_discount_narrows|repeat_return_policy|capital_allocation_execution|pbr_roe_band_shift,valueup_crowded_trade|pbr_band_rerated_before_execution|policy_premium_fully_priced,no_cancellation|activist_rejection|capital_allocation_retreat|controlling_shareholder_risk,no_cancellation|execution_failure|low_roe|controlling_shareholder_risk|buyback_only,execution_failure|buyback_only|low_roe|policy_only,false,false
TREASURY_SHARE_CANCEL_EXECUTION,treasury_share_buyback_plan|treasury_share_cancellation_plan|commercial_act_alignment,treasury_share_cancellation_completed|treasury_share_cancel_amount|cancel_ratio_verified,roe_pbr_band_change|business_eps_fcf_path|repeat_return_policy|shareholder_return_execution,cancellation_announcement_overpriced|one_off_cancellation_crowded|policy_premium_fully_priced,cancellation_not_completed|business_execution_failure|one_off_return_then_stop|roe_not_improving,buyback_only|cancellation_not_completed|business_execution_failure|roe_not_improving,buyback_only|business_eps_missing|one_off_cancellation|roe_not_improving,false,false
TREASURY_CANCEL_MANDATE_POLICY,commercial_act_revision|treasury_cancel_mandate|minority_shareholder_protection|korea_discount_policy,individual_treasury_cancel_execution|existing_treasury_grace_period_resolution|dividend_or_buyback_execution,roe_pbr_band_change|repeat_return_policy|business_eps_fcf_path|minority_protection_execution,policy_premium_fully_priced|valueup_policy_crowded|execution_lag_ignored,policy_only_no_execution|buyback_without_cancellation|roe_not_improving|governance_execution_failure,policy_only_no_execution|buyback_without_cancellation|existing_treasury_grace_period_unresolved|roe_not_improving,policy_only|execution_missing|buyback_only|low_roe,false,false
BUYBACK_CANCEL_BUT_BUSINESS_RISK,treasury_share_cancellation_completed|buyback_cancelled_flag|shareholder_return_headline,business_risk_detected_after_cancel|price_down_on_event|eps_fcf_path_unverified,not_applicable_gate_only,cancellation_announcement_overpriced,business_execution_failure|roe_not_improving|price_down_on_event|eps_fcf_path_break|competitive_position_weak,business_execution_failure|roe_not_improving|price_down_on_event|eps_fcf_path_break|buyback_only,business_eps_missing|roe_not_improving|price_path_failed|one_off_cancellation,true,false
HOLDING_RESTRUCTURING_GOVERNANCE,nav_discount|subsidiary_value_gap|activist_or_buyback_news,buyback_cancel|independent_director|dividend_policy|governance_improvement,nav_discount_narrows|repeat_capital_return|minority_protection|subsidiary_value_supported,holding_valueup_crowded|nav_discount_compression_priced,activist_rejection|governance_battle|share_issuance_defense|minority_shareholder_value_damage,governance_battle|event_premium|share_issuance_defense|minority_conflict,event_premium|governance_battle|share_issuance|debt_ratio_jump,false,false
EVENT_PREMIUM_GOVERNANCE_BATTLE,tender_offer|hostile_takeover|management_control_battle|governance_event,event_premium_detected|deal_terms_known,not_structural_green_by_default,control_premium_fully_priced|event_spread_crowded,share_issuance_after_tender|unfair_trading_probe|capital_structure_risk|minority_shareholder_damage,tender_offer|governance_event|event_premium|share_issuance_after_tender|capital_structure_risk,event_premium|governance_battle|capital_structure|hostile_takeover,false,false
PAYMENT_FINTECH_INFRA,active_users_growth|global_expansion|payment_remittance_finance_service,payment_volume|take_rate|financial_service_attach|profit_or_fcf,repeat_financial_infra_revenue|regulatory_stability|security_clean|credit_loss_control,ipo_valuation_overheated|user_count_story_crowded,security_incident|credit_loss_rate_up|take_rate_pressure|regulatory_sanction,take_rate_pressure|security_incident|credit_loss|regulatory_sanction|user_count_only,take_rate|fcf|security|credit_loss|ipo_valuation,false,false
FINTECH_SUPERAPP_IPO_OPTION,super_app_users|ipo_plan|global_expansion|financial_service_attach_story,payment_volume|take_rate|attach_rate|profit_or_fcf|credit_loss_control,repeat_financial_service_revenue|security_clean|regulatory_stability|fcf_margin_visible,ipo_valuation_overheated|user_count_story_crowded|private_market_mark_up,credit_loss_rate_up|take_rate_pressure|security_incident|regulatory_sanction,user_count_only|ipo_valuation_risk|credit_loss|security_incident|regulatory_sanction,user_count_only|ipo_valuation|credit_loss|security|regulation,false,false
KRW_STABLECOIN_INFRA_OPTION,won_stablecoin_plan|krw_stablecoin_law|fintech_or_bank_issuer_intent|cross_border_payment_story,regulatory_approval|reserve_structure_disclosed|redemption_rail_defined|pilot_issued_amount,regulated_volume|fee_or_reserve_revenue|redemption_at_par|bank_deposit_impact_understood,krw_stablecoin_theme_crowded|law_expectation_fully_priced,regulatory_rejection|reserve_opacity|convertibility_failure|bank_deposit_disintermediation_shock,regulatory_approval_missing|reserve_unverified|stablecoin_volume_unverified|bank_deposit_disintermediation|convertibility_risk,regulation|reserve|redemption|bank_deposit_impact|fee_model,false,false
DIGITAL_ASSET_TOKENIZATION,stablecoin_sto_bill|tokenization_business_entry|partnership_news,regulatory_approval|issued_amount|transaction_volume|fee_model|reserve_disclosure,payment_custody_settlement_infra|repeat_revenue|reserve_transparency|convertibility_clear,stablecoin_law_expectation_crowded|sto_theme_rally,depeg|convertibility_failure|reserve_problem|regulatory_rejection|fraud,depeg|reserve_opacity|convertibility_risk|fraud|regulatory_rejection,reserve|convertibility|regulated_revenue|fee_model,false,false
REGULATED_STABLECOIN_INFRA,stablecoin_law|fiat_backed_issuer|stablecoin_ipo|payment_partnership,regulatory_approval|reserve_asset_disclosure|issued_amount|transaction_volume|redemption_system,payment_settlement_infra|repeat_fee_or_reserve_revenue|reserve_transparency|redemption_at_par,stablecoin_infra_valuation_overheated|ipo_rally_crowded,depeg|reserve_failure|issuer_margin_compression|regulatory_economics_break,reserve_opacity|convertibility_risk|depeg|algorithmic_design|regulatory_economics_break,reserve|redemption|issuer_margin|regulation,false,false
STABLECOIN_AI_AGENT_PAYMENT_OPTION,ai_agent_payment_narrative|nanopayment|wallet_developer_tools|stablecoin_ai_option,developer_adoption|pilot_transaction_volume|wallet_integration|non_reserve_fee_revenue_initial,repeat_fee_revenue|compliance_pass|settlement_reliability|developer_ecosystem_retention,ai_payment_option_valuation_overheated|stablecoin_ai_story_crowded,fee_revenue_absent|regulatory_block|settlement_failure|developer_adoption_fades,fee_revenue_absent|regulatory_block|settlement_failure|developer_adoption_fades,fee_revenue|regulation|settlement|developer_adoption,false,false
STABLECOIN_REGULATORY_ECONOMICS,stablecoin_user_cap|unremunerated_reserve_requirement|issuer_margin_watch|reserve_rule_change,regulatory_economics_risk_detected,not_applicable_gate_only,stablecoin_adoption_story_ignores_margin_rule,user_cap_constraint|unremunerated_reserve_requirement|issuer_margin_compression|reserve_yield_hit|bank_deposit_disintermediation,user_cap|unremunerated_reserve_requirement|issuer_margin_compression|reserve_yield_hit|bank_deposit_disintermediation,user_cap|reserve_requirement|issuer_margin|bank_deposit,true,false
STABLECOIN_BANK_DEPOSIT_DISINTERMEDIATION,stablecoin_user_cap|bank_deposit_disintermediation|unremunerated_reserve_requirement|reserve_rule_change,risk_event_detected,not_applicable_gate_only,not_applicable_gate_only,bank_deposit_outflow|issuer_margin_compression|user_cap_constraint|reserve_yield_hit|liquidity_stress,bank_deposit_disintermediation|user_cap|unremunerated_reserve_requirement|issuer_margin_compression|reserve_yield_hit,bank_deposit|user_cap|reserve_requirement|issuer_margin,true,false
ALGORITHMIC_STABLECOIN_FAILURE,algorithmic_stablecoin|depeg_warning|reserve_design_unclear,risk_event_detected,not_applicable_gate_only,not_applicable_gate_only,depeg|reserve_failure|convertibility_failure|liquidity_run|fraud|algorithmic_stablecoin_failure,algorithmic_stablecoin|depeg|reserve_failure|fraud|run_risk,depeg|reserve_failure|algorithmic|fraud,true,false
CREDIT_DATA_INFRA,credit_data_contract|financial_data_infra|customer_growth,recurring_financial_institution_contract|data_revenue_growth|opm_improvement,repeat_data_revenue|regulatory_clean|customer_diversification,credit_data_story_crowded,privacy_breach|regulatory_sanction|customer_concentration|contract_loss,privacy_breach|regulation|customer_concentration,privacy|regulation|customer_concentration,false,false
VC_EXIT_MARKET_CYCLE,ipo_market_reopen|venture_exit_expectation|valuation_rebound,exit_volume|realized_gain|fundraising_recovery,repeat_exit_market|portfolio_quality|cash_return,vc_exit_cycle_crowded,ipo_market_slowdown|valuation_loss|funding_market_freeze,ipo_slowdown|valuation_loss|funding_freeze,ipo_cycle|valuation_loss|funding_freeze,false,false
FINTECH_IPO_VALUATION_RISK,fintech_ipo_plan|user_count_story|private_market_valuation|crypto_capital_market_exposure,ipo_size_cut|ipo_valuation_cut|investor_caution|weak_market_window,not_green_without_post_listing_economics,ipo_valuation_overheated|private_market_markdown|growth_story_crowded,ipo_size_cut|ipo_valuation_cut|valuation_target_cut|crypto_exposure_hit|market_window_closed|post_listing_price_break,ipo_size_cut|ipo_valuation_cut|crypto_exposure|investor_caution|user_count_only,ipo_valuation|market_window|crypto_exposure|investor_caution,false,false
DIGITAL_ASSET_EXCHANGE_CONSOLIDATION,crypto_exchange_acquisition|fintech_exchange_integration|market_share_news,exchange_market_share|exchange_fee_revenue|user_cross_sell|regulatory_approval,repeat_exchange_fee_revenue|financial_platform_integration|security_clean|regulatory_stability,exchange_consolidation_premium_crowded|crypto_market_rally_priced,abnormal_crypto_withdrawal|exchange_security_incident|regulatory_investigation|deal_dilution|crypto_volume_drop,abnormal_withdrawal|security_incident|regulatory_investigation|deal_dilution|crypto_cycle,security|regulation|crypto_cycle|deal_dilution,false,false
BANK_DIGITAL_ASSET_EQUITY_STAKE,bank_exchange_equity_stake|digital_asset_partnership|crypto_exchange_market_share,equity_stake_purchase_completed|equity_method_accounting|joint_service_plan|regulatory_approval,equity_method_income|strategic_collaboration_revenue|custody_or_settlement_revenue|security_clean,exchange_stake_premium_crowded|crypto_cycle_valuation_priced,abnormal_crypto_withdrawal|exchange_security_incident|crypto_trading_value_drop|regulatory_investigation|stake_impairment,equity_method_income_unverified|security_incident|regulatory_investigation|crypto_cycle|stake_impairment,equity_income_unverified|security|regulation|crypto_cycle|stake_valuation,false,false
EXCHANGE_SECURITY_OPERATIONAL_RISK,crypto_exchange_market_share|exchange_fee_revenue|exchange_security_watch|wallet_infrastructure,security_incident_detected|abnormal_withdrawal|wallet_compromise,not_applicable_gate_only,exchange_market_share_story_ignores_security,exchange_security_incident|wallet_compromise|customer_compensation_cost|regulatory_investigation|trust_damage,exchange_security_incident|wallet_compromise|customer_compensation_cost|regulatory_investigation|trust_damage,security|wallet|customer_compensation|regulation|trust_damage,true,false
TAX_POLICY_MARKET_SHOCK_OVERLAY,transaction_tax_hike|capital_gains_tax_threshold_change|corporate_tax_hike|dividend_tax_uncertainty,risk_event_detected,not_applicable_gate_only,not_applicable_gate_only,trading_value_drop|tax_policy_shock|dividend_tax_uncertainty|market_sentiment_collapse|ai_windfall_tax_comment,transaction_tax_change|capital_gains_tax_change|corporate_tax_change|dividend_tax_change|trading_value_drop,tax_policy|trading_value|macro_sentiment,true,false
AI_WINDFALL_CITIZEN_DIVIDEND_POLICY_SHOCK,ai_windfall_policy_comment|citizen_dividend_comment|crowded_ai_valueup_rally|market_wide_selloff,risk_event_detected,not_applicable_gate_only,not_applicable_gate_only,ai_windfall_policy_shock|citizen_dividend_policy_shock|market_sentiment_collapse|trading_value_drop,ai_windfall_tax_comment|citizen_dividend_comment|crowded_trade_unwind|market_wide_selloff,policy_comment|crowded_trade|market_sentiment,true,false
GOVERNANCE_EXECUTION_FAILURE_OVERLAY,activist_proposal_rejection|buyback_without_cancellation|controlling_shareholder_defense,risk_event_detected,not_applicable_gate_only,not_applicable_gate_only,activist_rejection|minority_shareholder_protection_failure|share_issuance_defense|governance_discount_persists,activist_rejection|no_cancellation|minority_shareholder_protection_failure|controlling_shareholder_risk,governance_execution|minority_protection|capital_structure,true,false
STABLECOIN_CONVERTIBILITY_OVERLAY,stablecoin_convertibility_warning|reserve_mismatch|redemption_not_at_par|regulatory_economics_change,risk_event_detected,not_applicable_gate_only,not_applicable_gate_only,depeg|convertibility_failure|reserve_failure|liquidity_run|issuer_margin_compression,reserve_mismatch|redemption_not_at_par|convertibility_risk|run_risk|issuer_margin_compression,reserve|convertibility|depeg|issuer_margin,true,false
DISCLOSURE_CONFIDENCE_CAP,list_level_disclosure|headline_without_detail|return_policy_without_amount|stablecoin_without_reserve_detail,detail_gap_detected,not_applicable_cap_only,headline_priced_without_detail,disclosure_detail_missing|parser_confidence_low|amount_or_duration_missing|reserve_or_redemption_detail_missing,disclosure_detail_missing|parser_confidence_low|amount_or_duration_missing|reserve_or_redemption_detail_missing,disclosure_detail|parser_confidence|amount_detail|reserve_detail,true,false
